wedge w=1	rr	C=2	greedy	terminal	150
wedge w=1	rr	C=2	pushfirst	terminal	150
wedge w=1	rr	C=4	greedy	terminal	150
wedge w=1	rr	C=4	pushfirst	terminal	150
wedge w=1	demand	C=1	greedy	terminal	150
wedge w=1	demand	C=1	pushfirst	terminal	150
wedge w=1	demand	C=2	greedy	terminal	150
wedge w=1	demand	C=2	pushfirst	terminal	150
wedge w=1	demand	C=4	greedy	terminal	150
wedge w=1	demand	C=4	pushfirst	terminal	150
wedge w=2	bottom	C=1	greedy	terminal	162
wedge w=2	bottom	C=1	pushfirst	terminal	162
wedge w=2	bottom	C=2	greedy	terminal	162
wedge w=2	bottom	C=2	pushfirst	terminal	162
wedge w=2	bottom	C=4	greedy	terminal	162
wedge w=2	bottom	C=4	pushfirst	terminal	162
wedge w=2	rr	C=1	greedy	terminal	162
wedge w=2	rr	C=1	pushfirst	terminal	162
wedge w=2	rr	C=2	greedy	terminal	162
wedge w=2	rr	C=2	pushfirst	terminal	162
wedge w=2	rr	C=4	greedy	terminal	162
wedge w=2	rr	C=4	pushfirst	terminal	162
wedge w=2	demand	C=1	greedy	terminal	162
wedge w=2	demand	C=1	pushfirst	terminal	162
wedge w=2	demand	C=2	greedy	terminal	162
wedge w=2	demand	C=2	pushfirst	terminal	162
wedge w=2	demand	C=4	greedy	terminal	162
wedge w=2	demand	C=4	pushfirst	terminal	162
wedge w=3	bottom	C=1	greedy	terminal	174
wedge w=3	bottom	C=1	pushfirst	terminal	174
wedge w=3	bottom	C=2	greedy	terminal	174
wedge w=3	bottom	C=2	pushfirst	terminal	174
wedge w=3	bottom	C=4	greedy	terminal	174
wedge w=3	bottom	C=4	pushfirst	terminal	174
wedge w=3	rr	C=1	greedy	terminal	174
wedge w=3	rr	C=1	pushfirst	terminal	174
wedge w=3	rr	C=2	greedy	terminal	174
wedge w=3	rr	C=2	pushfirst	terminal	174
wedge w=3	rr	C=4	greedy	terminal	174
wedge w=3	rr	C=4	pushfirst	terminal	174
wedge w=3	demand	C=1	greedy	terminal	174
wedge w=3	demand	C=1	pushfirst	terminal	174
wedge w=3	demand	C=2	greedy	terminal	174
wedge w=3	demand	C=2	pushfirst	terminal	174
wedge w=3	demand	C=4	greedy	terminal	174
wedge w=3	demand	C=4	pushfirst	terminal	174
wedge w=4	bottom	C=1	greedy	stuck	68
wedge w=4	bottom	C=1	pushfirst	stuck	68
wedge w=4	bottom	C=2	greedy	stuck	77
wedge w=4	bottom	C=2	pushfirst	stuck	77
wedge w=4	bottom	C=4	greedy	stuck	77
wedge w=4	bottom	C=4	pushfirst	stuck	77
wedge w=4	rr	C=1	greedy	stuck	68
wedge w=4	rr	C=1	pushfirst	stuck	68
wedge w=4	rr	C=2	greedy	stuck	77
wedge w=4	rr	C=2	pushfirst	stuck	77
wedge w=4	rr	C=4	greedy	stuck	77
wedge w=4	rr	C=4	pushfirst	stuck	77
wedge w=4	demand	C=1	greedy	terminal	186
wedge w=4	demand	C=1	pushfirst	terminal	186
wedge w=4	demand	C=2	greedy	terminal	186
wedge w=4	demand	C=2	pushfirst	terminal	186
wedge w=4	demand	C=4	greedy	terminal	186
wedge w=4	demand	C=4	pushfirst	terminal	186
wedge w=6	bottom	C=1	greedy	stuck	66
wedge w=6	bottom	C=1	pushfirst	stuck	66
wedge w=6	bottom	C=2	greedy	stuck	68
wedge w=6	bottom	C=2	pushfirst	stuck	68
wedge w=6	bottom	C=4	greedy	stuck	81
wedge w=6	bottom	C=4	pushfirst	stuck	81
wedge w=6	rr	C=1	greedy	stuck	66
wedge w=6	rr	C=1	pushfirst	stuck	66
wedge w=6	rr	C=2	greedy	stuck	68
wedge w=6	rr	C=2	pushfirst	stuck	68
wedge w=6	rr	C=4	greedy	stuck	81
wedge w=6	rr	C=4	pushfirst	stuck	81
wedge w=6	demand	C=1	greedy	terminal	210
wedge w=6	demand	C=1	pushfirst	terminal	210
wedge w=6	demand	C=2	greedy	terminal	210
wedge w=6	demand	C=2	pushfirst	terminal	210
wedge w=6	demand	C=4	greedy	terminal	210
wedge w=6	demand	C=4	pushfirst	terminal	210
wedge w=8	bottom	C=1	greedy	stuck	66
wedge w=8	bottom	C=1	pushfirst	stuck	66
wedge w=8	bottom	C=2	greedy	stuck	68
wedge w=8	bottom	C=2	pushfirst	stuck	68
wedge w=8	bottom	C=4	greedy	stuck	72
wedge w=8	bottom	C=4	pushfirst	stuck	72
wedge w=8	rr	C=1	greedy	stuck	66
wedge w=8	rr	C=1	pushfirst	stuck	66
wedge w=8	rr	C=2	greedy	stuck	68
wedge w=8	rr	C=2	pushfirst	stuck	68
wedge w=8	rr	C=4	greedy	stuck	72
wedge w=8	rr	C=4	pushfirst	stuck	72
wedge w=8	demand	C=1	greedy	terminal	234
wedge w=8	demand	C=1	pushfirst	terminal	234
wedge w=8	demand	C=2	greedy	terminal	234
wedge w=8	demand	C=2	pushfirst	terminal	234
wedge w=8	demand	C=4	greedy	terminal	234
wedge w=8	demand	C=4	pushfirst	terminal	234
wedge8x8	bottom	C=1	greedy	stuck	66
wedge8x8	bottom	C=1	pushfirst	stuck	66
wedge8x8	bottom	C=2	greedy	stuck	68
